Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x16F8	Microsoft Word	Identity Http Client	azi1l	Medium	[RequestBase] GetAuthHandler {"Result":3,"Message":"Failed to get AuthHandler from IRequestSettings"}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x16F8	Microsoft Word	Identity Http Client	bt3xg	Medium	[RequestBase] SetupAuthParams {"Message":"Setting minAutoLogonLevel on auth parameter object.","RequestId":"56","Level":2}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x300C	Microsoft Word	WebServiceApi	ayvt8	Medium	[OfficeWebServiceApi] ProcessRequestLogHelper {"Message":"AddAuthInfo: auth processing START","RequestId":43}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x300C	Microsoft Word	WebServiceApi	ayvt9	Medium	[OfficeWebServiceApi] ~ProcessRequestLogHelper {"Message":"AddAuthInfo: auth processing END","RequestId":43}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x3688	Microsoft Word	WebServiceApi	ayvt8	Medium	[OfficeWebServiceApi] ProcessRequestLogHelper {"Message":"ProcessRequest: request processing START","RequestId":44}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x300C	Microsoft Word	Identity Http Client	azi1l	Medium	[RequestBase] GetAuthHandler {"Result":3,"Message":"Failed to get AuthHandler from IRequestSettings"}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x300C	Microsoft Word	Identity Http Client	azi1l	Medium	[RequestBase] GetAuthHandler {"Result":3,"Message":"Failed to get AuthHandler from IRequestSettings"}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x300C	Microsoft Word	Identity Http Client	azi1l	Medium	[RequestBase] GetAuthHandler {"Result":3,"Message":"Failed to get AuthHandler from IRequestSettings"}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x300C	Microsoft Word	Identity Http Client	bt3xg	Medium	[RequestBase] SetupAuthParams {"Message":"Setting minAutoLogonLevel on auth parameter object.","RequestId":"57","Level":2}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x3688	Microsoft Word	WebServiceApi	ayvt8	Medium	[OfficeWebServiceApi] ProcessRequestLogHelper {"Message":"AddAuthInfo: auth processing START","RequestId":44}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x3688	Microsoft Word	WebServiceApi	ayvt9	Medium	[OfficeWebServiceApi] ~ProcessRequestLogHelper {"Message":"AddAuthInfo: auth processing END","RequestId":44}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x3748	Microsoft Word	WebServiceApi	ayvt8	Medium	[OfficeWebServiceApi] ProcessRequestLogHelper {"Message":"ProcessRequest: request processing START","RequestId":45}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x3688	Microsoft Word	Identity Http Client	azi1l	Medium	[RequestBase] GetAuthHandler {"Result":3,"Message":"Failed to get AuthHandler from IRequestSettings"}	
03/02/2021 06:47:00.813	WINWORD (0x3020)	0x3688	Microsoft Word	Identity Http Client	azi1l	Medium	[RequestBase] GetAuthHandler {"Result":3,"Message":"Failed to get AuthHandler from IRequestSettings"}	
